genres,app_name,release_date,price,id,developer
"['Adventure', 'Indie', 'Casual', 'Strategy']",fort defense - atlantic ocean,2015,2.99,363350,Creobit
"['Puzzle', 'Casual']",puzzle expedition,2015,7.99,355670,Top3Line
"['Simulation', 'Indie', 'Casual', 'Adventure', 'Action', 'Strategy']",yargis - soundtrack / artwork,2015,4.99,383610,PlazSoft
"['Simulation', 'Indie', 'Racing', 'Sports']",shofer race driver,2015,8.99,367700,Zhoori Maang Entertainment
"['Indie', 'Point & Click', 'Historical', 'Singleplayer', 'Third Person', 'RPG', 'Education', 'Adventure', 'Family Friendly']",playing history: vikings,2015,2.99,368760,Serious Games Interactive
"['Puzzle', 'Indie', 'Casual', 'Strategy']",scarab tales,2015,4.99,370050,Playito.com
"['Indie', 'Puzzle', 'Anime', 'Adventure', 'Family Friendly', 'Psychological Horror']",the adventures of mr. bobley,2015,8.99,375710,Jan Zizka
"['Casual', 'RPG', 'Anime', 'Massively Multiplayer', 'Free to Play', 'Adventure', 'Action']",luciel's dlc package,2015,40.0,383310,KOG
"['Simulation', 'Building', 'Base Building', 'Singleplayer', 'Multiplayer', 'City Builder', 'Massively Multiplayer', 'Free to Play', 'Medieval', 'Strategy']",anno online,2013,0.0,336510,Blue Byte
['Simulation'],d&rgw f7 add-on livery,2015,4.99,326005,Dovetail Games
"['Action', 'Strategy']",battle of empires : 1914-1918 - blazing guns,2015,5.99,340620,Great War Team
"['Simulation', 'Indie', 'Visual Novel', 'Otome', 'Casual', 'Anime', 'Adventure']",east tower - kuon,2013,8.99,356550,roseVeRte
"['Puzzle', 'Indie', 'Casual', 'Strategy']",prismatica,2015,4.99,377500,Loomus Games
"['Family Friendly', 'Indie', 'Racing', 'Casual']",minione racing,2008,4.99,380000,Frogames
"['Simulation', 'Indie', 'Space', 'Sci-fi', 'Action', 'Space Sim']",the battle of sol,2015,9.99,282620,"Bit Planet Games, LLC"
"['Indie', 'Comedy', 'Hack and Slash', 'Casual', 'Hand-drawn', 'Early Access', 'RPG', 'Action']",dungeonrift,2015,9.99,375550,RiftyGames
"['Indie', 'Strategy']",devouring stars - soundtrack,2015,3.99,384060,Nerial
"['Adventure', 'Indie', 'Casual']",d4: in game document full unlock key,2015,0.99,380910,Access Games
"['Indie', 'Platformer', 'Casual', 'Pixel Graphics', 'Action']",vindicator: uprising,2015,2.99,367050,GamePhase
"['Simulation', 'Racing']",car mechanic simulator 2015 - trader pack,2015,3.99,361842,Red Dot Games
"['Simulation', 'Indie', 'Female Protagonist', 'Casual', 'Agriculture', 'Relaxing', 'Cute', 'Strategy']",farm frenzy: hurricane season,2015,6.99,361930,"Alawar Stargaze,Alawar Entertainment"
"['Indie', 'Great Soundtrack', 'Soundtrack', 'Visual Novel', 'Choose Your Own Adventure', 'Werewolves', 'Atmospheric', 'Casual', 'Singleplayer', 'Demons', 'Zombies', 'Noir', 'Story Rich']",deadlands noir - that old time religion,2015,0.99,383670,"SmiteWorks USA, LLC"
['Indie'],parcel - soundtrack,2015,0.0,362970,Polar Bunny Ltd
"['Singleplayer', 'Utilities', 'Software']",cpucores :: maximize your fps,2015,14.99,384300,Tim Sullivan
"['Design & Illustration', 'Animation &amp; Modeling', 'Design &amp; Illustration', 'Animation & Modeling']",grand designer pro,2015,29.98,383510,Ignishot
"['Indie', 'Fantasy', 'Female Protagonist', 'RPGMaker', 'Atmospheric', 'Casual', 'JRPG', 'Hand-drawn', 'Singleplayer', 'Retro', 'RPG', 'Anime', 'Turn-Based', '2D', 'Adventure', 'Story Rich']",the amber throne,2015,14.99,382380,Joshua Missile
"['Adventure', 'Indie']",knee deep - digital playbill and soundtrack,2015,4.99,372300,Prologue Games
"['RPG', 'Massively Multiplayer', 'Free to Play', 'Adventure', 'Strategy']",wakfu - steel beak pack,2015,19.98,383400,Ankama Studio
"['Indie', 'Platformer']",prompt,2015,4.99,366590,Peter Gutenko
"['Indie', 'Casual', 'Early Access', 'Puzzle-Platformer', 'Puzzle', 'Action']",jamg,2015,9.99,383010,Ernő Király
"['Indie', 'RPG', 'Strategy']",fantasy grounds - d&d elemental evil player's companion,2015,2.99,385570,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",deluxe upgrade for shadowrun chronicles,2015,19.98,383660,Cliffhanger Productions
"['Indie', 'Great Soundtrack', 'Casual', 'Singleplayer', 'Difficult', '2D', 'Puzzle', 'Relaxing', 'Minimalist', 'Short']",hook,2015,0.99,367580,"Maciej Targoni,Wojciech Wasiak"
"['Indie', 'Action', 'Difficult', 'Arcade', 'Minimalist']",oo,2015,0.99,367570,"Maciej Targoni,Wojciech Wasiak"
"['Soccer', 'Racing', 'Fast-Paced', 'Singleplayer', 'Football', 'Action', 'Great Soundtrack', '4 Player Local', 'Co-op', 'Multiplayer', 'Online Co-Op', 'Funny', 'Sports', 'Indie', 'Local Co-Op', 'Local Multiplayer', 'Competitive', 'Casual', 'Split Screen', 'Team-Based']",rocket league®,2015,19.98,252950,"Psyonix, Inc."
"['Indie', 'Casual', 'RPG', 'Adventure', 'Action', 'Strategy']",sanctuaryrpg: black edition - piano collection,2015,1.99,383130,Black Shell Games
"['Indie', 'Horror', 'Action', 'Casual']",taken,2015,1.99,359160,Undead Yeti Software
"['Indie', 'Rogue-like', 'Strategy']",star chronicles: delta quadrant,2015,0.99,383330,Alister Software
"['RPGMaker', 'Indie', 'RPG', 'Strategy']",lilly and sasha: guardian angels,2015,4.99,383520,John Wizard
"['Video Production', 'Animation &amp; Modeling', 'Simulation', 'Indie', 'Fantasy', 'Software', 'Female Protagonist', 'Comedy', 'Action', '3D Vision', 'Animation & Modeling', 'Singleplayer', 'Family Friendly', 'Cute', 'Memes', 'Funny']",facerig,2015,14.99,274920,Holotech Studios
"['Simulation', 'Indie', 'Casual', 'RPG', 'Massively Multiplayer', 'Zombies', 'Adventure', 'Action', 'Strategy']","once bitten, twice dead!",2015,4.99,360590,Gamestarters
"['Indie', 'Great Soundtrack', '2D Fighter', 'Anime', '2D', 'Fighting', 'Action']",yatagarasu attack on cataclysm,2015,14.99,319280,Yatagarasu Dev Team
"['Indie', 'Great Soundtrack', 'Stylized', 'Exploration', 'Atmospheric', 'Casual', 'Walking Simulator', 'First-Person', 'Adventure', 'Short']",timeframe,2015,7.99,340270,Random Seed Games
"['Indie', 'Casual']",timeframe soundtrack,2015,3.99,377170,Random Seed Games
"['Indie', 'Casual']",two digits - soundtrack,2015,3.99,384560,Cleverweek
"['Simulation', 'Casual']",rocksmith® 2014 – volbeat - “heaven nor hell”,2015,2.99,369773,Ubisoft - San Francisco
"['Indie', 'Action', '2D Fighter']",skullgirls: robo-fortune,2015,1.99,245173,Lab Zero Games
"['Sports', 'Gore', 'Sexual Content', 'Female Protagonist', 'Racing', 'Casual', 'Anime', 'Post-apocalyptic', 'Memes', 'Survival Horror', 'Illuminati', 'Cute', 'Family Friendly']",hello kitty and sanrio friends racing,2015,19.98,370600,Scarab Entertainment
"['Indie', 'Education']",the language game,2015,4.99,372720,Tap To Win
"['Indie', 'RPGMaker', 'Casual', 'RPG', 'Adventure']",moonchild - deluxe contents,2015,5.99,372200,Aldorlea Games
"['Adventure', 'Indie', 'Action']",pulut adventure,2015,1.99,385220,yayapipi
"['Sports', 'Simulation', 'Racing', 'Realistic', 'Driving', 'Multiplayer', 'Singleplayer']",f1 2015,2015,40.0,286570,"Codemasters,Feral Interactive (Linux)"
['Casual'],notgtav: the kickstarter avoidance album,2015,0.99,385520,Not Games LLP
"['Strategy', 'Card Game', 'Mature', 'Casual', 'Anime', 'Multiplayer', 'Trading Card Game', 'Free to Play', 'Nudity']",epic cards battle(tcg),2015,0.0,381560,momoStorm Entertainment
"['Sports', 'Racing']",atv gp,2015,1.99,385460,Play sp. z o. o.
"['Indie', 'Horror', 'Casual', 'Hidden Object', 'Adventure']",city of fools,2015,7.99,359250,Absolutist Ltd.
"['Simulation', 'Trains', 'Casual', 'Strategy']",railroad lines,2015,2.99,385470,InImages
"['Indie', 'Racing']",spectra,2015,7.49,369570,Gateway Interactive
"['Simulation', 'Indie', 'Sports', 'Racing', 'Casual', 'Action']",vrc pro deluxe off-road tracks 2,2015,9.99,381790,Virtual Racing Industries Ltd.
['Simulation'],fsx: steam edition - wwi fighters add-on,2015,11.99,364326,First Class Simulations
"['Indie', 'Puzzle', 'Casual', 'Singleplayer', 'Difficult', 'Controller', '2D', 'Adventure', 'Arcade', 'Sandbox', 'Action', 'Strategy']",trap them,2015,4.99,375930,Juri Schupilo
"['Indie', 'RPGMaker', 'Exploration', 'Casual', 'Pixel Graphics', 'RPG', 'Anime', 'Adventure', 'Nudity', 'Replay Value', 'Action', 'Strategy']",girlfriend rescue,2015,4.99,332400,Aldorlea Games
"['Music', 'Puzzle', 'Casual']",chime sharp,2016,9.99,326520,"Ste Curran,Twistplay"
"['Simulation', 'Indie', 'Sports', 'Casual', 'Adventure', 'Action']",depth hunter 2: treasure hunter,2015,2.99,361880,Biart Company LLC
"['Simulation', 'Indie', 'Hacking', 'Adventure', 'Strategy']",hack run zero,2015,4.99,384890,i273 LLC
"['Adventure', 'Indie', 'Action']",in verbis virtus - soundtrack,2015,5.99,385930,Indomitus Games
"['Indie', 'Action', 'Space']",starship rubicon,2014,9.99,372030,Wickworks
"['Singleplayer', 'Anime', 'Action', 'Action RPG', 'Great Soundtrack', 'Open World', 'JRPG', 'Co-op', 'Top-Down', 'Multiplayer', 'Adventure', 'Online Co-Op', 'Indie', 'Early Access', 'Rogue-like', 'Pixel Graphics', 'RPG', '2D', 'Puzzle', 'Character Customization']",secrets of grindea,2015,14.99,269770,Pixel Ferrets
"['Simulation', 'Indie', 'Crafting', 'Casual', 'Singleplayer', 'Management', 'RPG', 'Funny']",holy potatoes! a weapon shop?!,2015,14.99,363600,Daylight Studios
"['Adventure', 'Action']",sol divide,2015,4.99,379350,Psikyo
"['Indie', 'Platformer', 'Action']",doomed'n damned,2015,5.99,383810,Arc-gen
"['Indie', 'RPG', 'Action']","valkyrie hat (or ""buy us coffee"") dlc for secrets of grindea",2015,4.99,292050,Pixel Ferrets
"['Turn-Based Strategy', 'Comedy', 'Singleplayer', 'Card Game', 'Turn-Based Combat', 'Turn-Based Tactics', 'Co-op', 'Dungeon Crawler', 'Board Game', 'Multiplayer', 'Trading Card Game', 'Turn-Based', 'Free to Play', 'Funny', 'Fantasy', 'Indie', 'Tactical RPG', 'Strategy', 'Tactical', 'RPG']",card hunter,2015,0.0,293260,Blue Manchu
"['Indie', 'Platformer', 'Rogue-like', 'Massively Multiplayer', 'Action']",choice chamber,2015,9.99,359960,Studio Bean
"['Indie', 'Multiplayer', 'Turn-Based', 'Classic', 'Action', 'Funny', 'Strategy']",worms world party remastered,2015,14.99,270910,Team17 Digital Ltd
"['Sports', 'Simulation', 'Soccer', 'Singleplayer', 'Football', 'Multiplayer', 'Free to Play', 'Action', 'Strategy']",soccer manager 2015,2015,0.0,356370,Soccer Manager Ltd
"['Indie', 'Action', 'Racing']",rc mini racers,2015,4.99,311820,Decane
['Indie'],ame no marginal -rain marginal- - original soundtrack,2015,4.99,386760,stage-nana
"['Gore', 'Dark', '2D', 'Singleplayer', 'Third Person', 'Anime', 'Action', 'Survival', 'Open World', 'Top-Down', 'Sci-fi', 'Top-Down Shooter', 'Indie', 'Platformer', 'Retro', 'Tactical', ""Shoot 'Em Up"", 'Shooter', 'Classic', 'Sandbox']",biodrone battle,2015,1.99,377290,voodoosoft
"['Adventure', 'Simulation', 'Casual', 'Strategy']",moai 2: path to another world,2015,7.99,361950,"Toyman Interactive,Alawar Entertainment"
"['Adventure', 'Indie', 'Sandbox']",squarelands,2015,3.99,383560,Oryon Entertainment
"['Tower Defense', 'Simulation', 'Early Access', 'Action', 'Strategy']",temporal shift,2015,9.99,384900,Four Lights
"['Indie', 'Great Soundtrack', 'Remake', 'Local Multiplayer', 'Gore', 'Comedy', 'Platformer', 'Time Travel', 'Casual', 'Difficult', 'Singleplayer', 'Multiplayer', 'Local Co-Op', 'Memes', '2D', 'Adventure', 'Action', 'Funny']",no time to explain remastered,2015,14.99,368730,tinyBuild
"['FPS', 'Survival', 'Open World', 'Hack and Slash', 'Casual', 'PvP', 'Co-op', 'Third Person', 'Multiplayer', 'Shooter', 'Massively Multiplayer', 'Free to Play', 'MOBA', 'Adventure', 'Online Co-Op', 'Action', 'Strategy']",cronix,2015,0.0,343630,MAGICS
"['Indie', 'Platformer', 'Early Access', 'Difficult', '2D']",slide: platformer,2015,4.99,375870,APAS games
"['Indie', 'Early Access', 'RPG', 'Adventure', 'Action']",super dungeon run,2015,4.99,382480,Proper Games
"['Indie', 'Casual', 'Clicker', 'RPG', 'Free to Play', 'Action']",tap tap infinity,2015,0.0,380360,Scary Bee LLC
"['Indie', 'Action']",cosmic rocket defender,2015,4.99,385630,Alien Sync Interactive
"['Singleplayer', 'Indie', 'RPG']",lethal rpg: war,2015,0.99,385590,EyeSpyda Games
"['Simulation', 'Indie', 'Great Soundtrack', 'Space', 'Sci-fi', 'Pixel Graphics', 'RPG', '2D', 'Adventure', 'Strategy']",interstellaria,2015,9.99,280360,Coldrice Games LLC
"['Simulation', 'Racing', 'RPG', 'Massively Multiplayer', 'Action']",badland bandits - early access base pack,2015,6.99,387230,Wild Wolf Std
"['Twin Stick Shooter', 'Perma Death', 'Controller', 'Action', 'Great Soundtrack', '4 Player Local', 'Sci-fi', 'Multiplayer', 'Top-Down Shooter', 'Indie', 'Bullet Hell', 'Colorful', 'Retro', 'Local Co-Op', 'Local Multiplayer', 'Space', 'Competitive', 'Shooter', '2D', 'Arcade']",in space we brawl,2015,8.99,359450,Forge Reply srl
"['Adventure', 'Indie', 'Casual']",d4: david's costume full unlock key,2015,1.99,384220,Access Games
"['Adventure', 'Indie', 'Casual']",d4: forrest's costume full unlock key,2015,0.99,384221,Access Games
"['Adventure', 'Indie', 'Casual']",d4: amanda's costume full unlock key,2015,0.99,384222,Access Games
"['Adventure', 'Indie', 'Casual']",d4: olivia's costume full unlock key,2015,0.99,384223,Access Games
"['Adventure', 'Indie', 'Casual']",d4: david's beard full unlock key,2015,1.99,384224,Access Games
"['Pixel Graphics', 'Rogue-like', 'Action', 'Rogue-lite']",vampire of the sands,2015,4.99,386160,Homph
"['Indie', 'Horror', 'Stealth', 'First-Person', 'Adventure', 'Psychological Horror']",brighter day,2015,2.99,388730,The Loneliest Pixel
"['Simulation', 'Indie', 'RPG', 'Adventure', 'Strategy']",interstellaria ost,2015,7.99,388710,Chipzel
"['Indie', 'MMORPG', 'Open World', 'PvP', 'Casual', '2D', 'Retro', 'Pixel Graphics', 'RPG', 'Multiplayer', 'Massively Multiplayer', 'Free to Play', 'Adventure', 'Sandbox', 'Action']",aberoth,2015,0.0,354200,"Jarbit,Castle art by Yuriy Gusev"
['Indie'],monstrum - original soundtrack,2015,4.99,385870,Team Junkfish
"['Indie', 'RPG', 'Casual']",official guide - undefeated,2015,3.99,362980,Aldorlea Games
"[""Shoot 'Em Up"", 'Retro', 'Arcade', 'Action']",mobile light force (aka gunbird),2015,4.99,379370,Psikyo
"['Indie', 'Platformer', 'Retro', '2D', 'Adventure', 'Action']",cast of the seven godsends - redux,2015,6.99,373360,Raven Travel Studios
"['Great Soundtrack', 'Local Multiplayer', 'Action-Adventure', 'RPG', 'Pirates', 'Adventure', 'Action', 'Funny', 'Cartoony', 'Strategy']",hod: on open seas,2016,3.99,386330,HJO Creations
"['Indie', 'Action']","botology - map ""targul"" for survival mode",2015,0.99,388670,Black Lime Studio
"['Simulation', 'Indie', 'Programming', 'Hacking', 'Difficult', 'Singleplayer', 'Education', 'Puzzle']",tis-100,2015,6.99,370360,Zachtronics
"['Indie', 'Casual', 'RPG', 'Multiplayer', 'Free to Play', 'MOBA', 'Action', 'Strategy']",heroes of soulcraft - arcade moba,2015,0.0,319570,MobileBits
"['Adventure', 'Indie', 'Platformer', 'Casual']",big fish legend,2015,6.99,376560,Igry.ru
"['Free to Play', 'Indie', 'Platformer', 'Early Access', 'Pixel Graphics', '2D', 'Action']",pixel fodder,2015,0.0,386600,Wacha
"['Difficult', 'Indie', 'Platformer']",super hipster lumberjack,2015,0.5,388340,Day Dreamer Games
"['Sports', 'Indie', 'Casual', 'Strategy']","""glow ball"" - the billiard puzzle game",2014,4.99,388390,WTFOMGames
"['Indie', 'Casual']",oblivious garden ~white day,2015,0.0,345040,"CorypheeSoft,DigitalEZ"
"['Indie', 'Action', 'Casual']",hypt - original soundtrack,2015,2.99,389180,EmpI Studios
"['Indie', 'Military', 'Tactical RPG', 'RPG', 'Loot', 'Zombies', 'Action', 'Real Time Tactics', 'Action RPG', 'Strategy']",breach & clear: deadline rebirth (2016),2015,9.99,310890,"Mighty Rabbit Studios,Gun Media"
"['Action', 'Casual', 'Massively Multiplayer']",counter-strike nexon: zombies - journey to the west + permanent character,2015,18.98,381151,Nexon
"['Action', 'Casual', 'Massively Multiplayer']",counter-strike nexon: zombies - dragon set + permanent character,2015,24.98,381152,Nexon
"['Simulation', 'War', 'Indie', 'RTS', 'Atmospheric', 'Historical', 'World War I', 'Singleplayer', 'Multiplayer', 'Action', 'Strategy']",battle of empires : 1914-1918,2015,8.99,316430,Great War Team
"['Simulation', 'Racing', 'Sports']",project cars - modified car pack,2015,1.99,334771,Slightly Mad Studios
['Action'],klassic pack 2,2015,3.99,354426,NetherRealm Studios
"['Indie', 'Platformer', 'Singleplayer', '2D', 'Adventure', 'Action']",tembo the badass elephant,2015,14.99,341870,Game Freak
['Action'],tremor,2015,4.99,351552,NetherRealm Studios
['Indie'],super galaxy squadron soundtrack,2015,1.99,384270,"Psyche Studios,Random Encounter"
"['Indie', 'Anime', 'Casual', 'Visual Novel']",world end economica episode.02,2015,12.99,368160,Spicy Tails
"['Simulation', 'Casual']",rocksmith® 2014 – the toadies - “possum kingdom”,2015,2.99,369782,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – the subways - “rock and roll queen”,2015,2.99,369785,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – queensrÿche - “silent lucidity”,2015,2.99,369784,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – stevie wonder - “sir duke”,2015,2.99,369786,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – queen - “another one bites the dust”,2015,2.99,369783,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – regal singles song pack,2015,11.99,369787,Ubisoft - San Francisco
['Strategy'],nobunaga's ambition: souzou wpk - 10 new face cg set,2015,2.99,386820,"KOEI TECMO GAMES CO., LTD."
['Strategy'],nobunaga's ambition: souzou wpk - scenario shokutokudoumei,2015,2.99,344122,"KOEI TECMO GAMES CO., LTD."
['Strategy'],nobunaga's ambition: souzou wpk - scenario gunshinkourinsu,2015,2.99,344121,"KOEI TECMO GAMES CO., LTD."
"['Adventure', 'Action']",rare weapons set c (the tournament tyrants),2015,3.99,333815,Acquire Corp.
"['Adventure', 'Action']",rare weapons set a (the amihama elite),2015,3.99,333813,Acquire Corp.
"['Adventure', 'Action']",ryoma sakamoto,2015,3.99,333816,Acquire Corp.
"['Adventure', 'Action']",shinsengumi set,2015,4.99,333817,Acquire Corp.
"['Adventure', 'Action']",where are they now? set,2015,4.99,333811,Acquire Corp.
"['Dark', 'Singleplayer', 'Family Friendly', 'Action', 'Simulation', 'Survival', 'Atmospheric', 'Illuminati', 'Memes', 'Indie', 'Robots', 'Difficult', 'First-Person', 'Survival Horror', 'Story Rich', 'Strategy', 'Horror', 'Point & Click', 'Animation & Modeling', 'Psychological Horror']",five nights at freddy's 4,2015,7.99,388090,Scott Cawthon
"['World War II', 'Strategy']",russian front,2015,14.99,385960,Electric Rune
"['Simulation', 'Indie', 'Point & Click', 'Casual', 'Action']",robot vs birds zombies,2013,0.99,389460,yfyx games
"['Indie', 'Local Multiplayer', '4 Player Local', 'Early Access', 'Pixel Graphics', 'RPG', 'Local Co-Op', 'Action', 'Action RPG']",dungeon league,2015,9.99,362310,Achebit
"['Exploration', 'Singleplayer', 'Action', 'Simulation', 'Great Soundtrack', 'Physics', 'Survival', 'Atmospheric', 'Adventure', 'Indie', 'RTS', 'Relaxing', 'Strategy', 'Space', 'Casual', 'Realistic', 'RPG', '2D', 'Puzzle', 'Sandbox']",microcosmum: survival of cells,2015,7.99,386260,Alexander Byzov
"['Action', 'Casual']",overgravity,2015,4.99,376350,CPsoft
"['Indie', 'Great Soundtrack', 'Puzzle', 'Female Protagonist', 'Exploration', 'Open World', 'Atmospheric', 'Walking Simulator', 'Sci-fi', 'Singleplayer', 'Cyberpunk', 'First-Person', 'Adventure', 'Short', 'Story Rich', 'Nudity']",cradle,2015,12.99,361550,Flying Cafe for Semianimals
"['Indie', 'Fantasy', 'Hack and Slash', 'Co-op', 'Dungeon Crawler', 'Singleplayer', 'Controller', 'RPG', 'Isometric', 'Multiplayer', 'Loot', 'Local Co-Op', 'Adventure', 'Online Co-Op', 'Action', 'Action RPG']",victor vran arpg,2015,19.98,345180,Haemimont Games
"['Adventure', 'Indie']",cradle - soundtrack & artbook,2015,4.99,380710,Flying Cafe for Semianimals
"['RPGMaker', 'Indie', 'RPG', 'Casual']",heroes of legionwood,2015,6.99,278590,Dark Gaia Studios
"['Simulation', 'Sports', 'Casual', 'Strategy']",baseball mogul 2015,2014,4.99,388270,"Sports Mogul, Inc."
"['Indie', 'Platformer', 'Puzzle-Platformer', 'Comic Book']",spectrum: first light,2015,9.99,346430,"Mido Basim,Danny Wei"
"['Indie', 'RPGMaker', 'Exploration', 'Casual', 'RPG', 'Adventure']",arevan,2015,7.99,385900,Overcloud9
"['Singleplayer', 'Controller', 'Anime', 'Cute', 'Action', 'Physics', 'Futuristic', 'Atmospheric', 'Magic', 'Cartoon', 'Cartoony', 'Indie', 'Fantasy', '3D Platformer', 'Colorful', 'Surreal', 'Science', '3D Vision', 'Casual', 'Puzzle']",starchaser: priestess of the night sky,2015,9.99,365850,Nonlinear
"['Indie', 'Space', 'Casual', 'RPG', 'Action']",pixel space,2015,4.99,371690,a REGULAR GAMER
"['Simulation', 'Indie', 'Sports', 'Rhythm', 'Music', 'Casual', 'Early Access']",pulsen,2015,14.99,340960,4-Panel Footprint
[''],rise of the triad soundtrack,2015,6.99,389240,Andrew Hulshult
"['Indie', 'Action', 'Racing']",race the sun original soundtrack,2015,1.99,378730,Flippfly LLC
"['Visual Novel', 'Female Protagonist', 'Casual', 'Anime', 'Adventure', 'Cute']",idol magical girl chiru chiru michiru part 2,2015,19.98,377720,Frontwing
"['Indie', 'Casual']",project druid - 2d labyrinth explorer-,2015,0.99,388160,Cemil Tasdemir
"['Adventure', 'Indie', 'Action', 'Early Access']",pluck,2015,9.99,341010,Benjamin Lapid
"['Indie', 'Arcade', 'Cartoon', 'Medieval', 'Atmospheric', 'Casual', 'Spelling', 'Destruction', 'Hand-drawn', 'Singleplayer', 'Mouse only', 'PvE', 'Puzzle', 'Relaxing', 'Family Friendly', 'Cartoony']",siege wars,2015,1.99,348340,RunServer
"['Tower Defense', 'Simulation', 'Indie', 'Fantasy', 'Character Customization', 'Casual', 'Singleplayer', 'Retro', 'RPG', 'Steampunk', 'Replay Value', 'Action', 'Strategy']",hydraulic empire,2015,7.99,381220,Batholith Entertainment
"['Indie', 'Female Protagonist', 'RPGMaker', 'RPG', 'Adventure', 'Story Rich']",the princess' heart,2015,4.99,378830,RosePortal Games
"['Indie', 'Platformer', 'Retro', 'Pixel Graphics', 'Adventure', 'Action']",manos,2015,2.99,350780,FreakZone Games
"['Indie', 'Fantasy', 'RPGMaker', 'Casual', 'JRPG', 'RPG', 'Adventure', 'Story Rich']",fated souls,2015,9.99,370780,Warfare Studios
"['Simulation', 'Indie', 'Action', 'Racing']",deserter simulator,2015,9.99,389840,Pocket Queries
"['Adventure', 'Indie', 'FMV', 'Action']",damn virgins,2015,4.99,357750,Luis Ruiz
"['Simulation', 'Indie', 'Horror', 'Space', 'Survival', 'Early Access', 'Adventure', 'Action']",reverse side,2015,13.99,317730,REEW GAMES
"['Indie', 'Space', 'Casual', 'Dungeon Crawler', ""Shoot 'Em Up"", 'Sci-fi', 'Pixel Graphics', 'Retro', 'Top-Down Shooter', 'Shooter', 'Arcade', 'Action', 'Strategy']",super space meltdown,2015,3.99,388500,"Polyquest Games,ZXDigital Ltd"
"['Early Access', 'Indie', 'Casual', 'Strategy']",deficis,2015,14.99,377220,Gneu LLC
"['Indie', 'Casual', 'RPG', 'Puzzle', 'Strategy']",mystical,2015,4.99,387270,Philippe Forgeur
"['Early Access', 'Indie', 'Action']",gunjitsu,2015,3.99,280010,Decent Machine
"['Adventure', 'Point & Click']",dream chamber,2013,9.99,391590,Forge Reply
"['Simulation', 'Action', 'Sports']",3d paraglider,2015,1.99,367990,khos85
"['Indie', 'Horror', 'Puzzle', 'Singleplayer', 'Controller', 'First-Person', 'Adventure', 'Psychological Horror']",enki,2015,4.99,377470,Storm in a Teacup
"['Simulation', 'Indie', 'Casual', 'RPG', 'Adventure']",free villager stevie,2015,0.0,388780,Stolen Couch Games
"['Adventure', 'Indie', 'RPG', 'Choose Your Own Adventure']",caverns of the snow witch,2015,4.99,324730,Tin Man Games
"['Indie', 'Casual']",radial impact,2015,0.99,387890,Devin Sherry
"['Indie', 'Great Soundtrack', 'Action', 'Casual', 'Difficult', 'Singleplayer', '2D', 'Minimalist']",duet,2015,4.99,292600,Kumobius
"['Indie', 'Strategy']",yomi - expansion characters,2015,14.99,383050,Sirlin Games
"['Indie', 'Female Protagonist', 'Survival', 'Open World', 'Exploration', 'Colorful', 'Atmospheric', 'Walking Simulator', 'Singleplayer', 'Third Person', 'Post-apocalyptic', 'Adventure', 'Relaxing', 'Mystery', 'Parkour', 'Family Friendly']",submerged,2015,19.98,301860,Uppercut Games Pty Ltd
"['Adventure', 'Indie']",submerged ost,2015,9.99,389830,Uppercut Games Pty Ltd
"['Indie', 'Rogue-lite', 'Perma Death', ""Shoot 'Em Up"", 'Difficult', 'Action']",dandy: or a brief glimpse into the life of the candy alchemist,2015,9.99,381610,"wefiends, Inc."
"['Indie', 'Action']",dandy original soundtrack,2015,1.99,390060,"wefiends, Inc."
"['RPGMaker', 'Adventure', 'Indie', 'RPG']",the logomancer,2015,4.99,375430,"Jeffrey Nordin,Justin Nordin"
"['Adventure', 'Indie']",unfinished - an artist's lament,2015,4.99,388680,Dust Scratch Games
"['Simulation', 'Indie', 'Strategy']",crest - art book,2015,1.99,386580,Eat Create Sleep
"['Indie', 'Casual', 'Zombies', 'Adventure', 'Action']",zombie killtime,2015,1.99,380700,Nicholas Mallory
"['Simulation', 'Indie', 'Massively Multiplayer', 'Strategy']",ascent - the space game: hawk support ship,2015,24.98,391840,Fluffy Kitten Studios
"['Simulation', 'Indie', 'Massively Multiplayer', 'Strategy']",ascent - the space game: bowhead support ship,2015,90.0,391830,Fluffy Kitten Studios
['Simulation'],fsx: steam edition - jabiru j160 add-on,2015,19.98,379241,Iris Flight Simulation Software
"['Indie', 'Fantasy', 'RTS', 'Multiplayer', 'Massively Multiplayer', 'Free to Play', 'Strategy']",saga,2008,0.0,376140,"Silverlode Interactive,Wasatch Games"
"['Anime', 'Casual', 'Rhythm']",superstar dance club,2015,4.99,379390,Atomic Planet
"['Simulation', 'Casual']",rocksmith® 2014 – bill haley & his comets - “rock around the clock”,2015,2.99,369794,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – ritchie valens - “la bamba”,2015,2.99,369795,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – 1950s song pack,2015,7.99,369797,Ubisoft - San Francisco
